"","X1","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","database","comparison","gene_ratio","nfkb","X3","category"
"64","1428517","1428517","TCA cycle and respiratory electron transport","68/2217","136/6749",2.14879567188129e-05,0.000350148016040984,0.000286258888471502,"ACO2/ATP5A1/ATP5B/ATP5C1/ATP5F1/ATP5G1/ATP5G3/ATP5H/ATP5J/ATP5S/COX5A/COX5B/COX6A1/COX6C/COX7A2L/COX7B/COX7C/CYCS/DLAT/DLD/DLST/ETFA/ETFDH/FH/IDH3A/LDHB/MDH2/MPC1/MPC2/NDUFA1/NDUFA10/NDUFA12/NDUFA4/NDUFA5/NDUFA6/NDUFA9/NDUFAB1/NDUFB1/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB9/NDUFC1/NDUFC2/NDUFS1/NDUFS4/NDUFS7/NDUFV2/NNT/OGDH/PDHX/PDK4/PDP1/SDHB/SDHC/SDHD/SLC16A1/SUCLA2/SUCLG1/UCP1/UCP3/UQCR10/UQCRB/UQCRC2/UQCRFS1/UQCRQ",68,"REACTOME","Associated with
bacterial contact
",0.0306720793865584,"",NA,"Mitochondria"
"65","71291","71291","Metabolism of amino acids and derivatives","82/2217","188/6749",0.00114259426246857,0.011955144177829,0.00977377031164247,"ACAD8/ADI1/ALDH9A1/AMD1/APIP/ASNS/AZIN1/BBOX1/BCAT1/BCKDHB/CDO1/CNDP2/CTH/DBT/DIO1/DIO3/DLD/DLST/ENOPH1/GATM/GCLM/GLS/GLUD1/GOT1/GSTZ1/HDC/HGD/HIBADH/HIBCH/HSD17B10/IL4I1/KYNU/MTAP/MTRR/NQO1/OAT/OAZ2/OGDH/OTC/PSAT1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/PSPH/SLC25A15/SMOX/SQRDL/TAT/TMLHE/TPO/TYR/UROC1",82,"REACTOME","Associated with
bacterial contact
",0.0369869192602616,"",NA,"Metabolism"
"66","1681381","168138","TLR 9 Cascade","31/1910","71/6749",0.00386708556112164,0.0621228583689863,0.055281596646255,"ATF1/ATF2/CREB1/DUSP6/DUSP7/ELK1/IRAK4/JUN/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/PELI1/PELI2/PIK3C3/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TLR7/TRAF6/UBC/UBE2NL",31,"REACTOME","Associated with
bacterial hypoxia
",0.0162303664921466,"",NA,"TLR signaling"
"67","1681791","168179","TLR1:TLR2 Cascade","34/1910","74/6749",0.000870468493558363,0.0188475352083506,0.0167719558713076,"ATF1/ATF2/CD14/CREB1/DUSP6/DUSP7/ELK1/IRAK4/JUN/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/PELI1/PELI2/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TIRAP/TLR1/TLR6/TRAF6/UBC/UBE2NL",34,"REACTOME","Associated with
bacterial hypoxia
",0.0178010471204188,"",NA,"TLR signaling"
"68","1681881","168188","TLR6:TLR2 Cascade","34/1910","74/6749",0.000870468493558363,0.0188475352083506,0.0167719558713076,"ATF1/ATF2/CD14/CREB1/DUSP6/DUSP7/ELK1/IRAK4/JUN/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/PELI1/PELI2/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TIRAP/TLR1/TLR6/TRAF6/UBC/UBE2NL",34,"REACTOME","Associated with
bacterial hypoxia
",0.0178010471204188,"",NA,"TLR signaling"
"69","1814381","181438","TLR 2 Cascade","34/1910","74/6749",0.000870468493558363,0.0188475352083506,0.0167719558713076,"ATF1/ATF2/CD14/CREB1/DUSP6/DUSP7/ELK1/IRAK4/JUN/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/PELI1/PELI2/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TIRAP/TLR1/TLR6/TRAF6/UBC/UBE2NL",34,"REACTOME","Associated with
bacterial hypoxia
",0.0178010471204188,"",NA,"TLR signaling"
"70","9370611","937061","TRIF-TLR3/TLR4 signaling","35/1910","77/6749",0.000935770205702642,0.0198303643591453,0.0176465512475168,"ATF1/ATF2/BIRC2/CASP8/CD14/CREB1/DUSP6/DUSP7/ELK1/JUN/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TANK/TICAM1/TICAM2/TLR3/TRAF3/TRAF6/UBC/UBE2D2/UBE2D3",35,"REACTOME","Associated with
bacterial hypoxia
",0.0183246073298429,"","Nfkb-independent","TLR signaling"
"71","1661661","166166","MyD88-independent TLR3/TLR4 cascade","35/1910","78/6749",0.00124279974415994,0.0252618070445572,0.0224798578857717,"ATF1/ATF2/BIRC2/CASP8/CD14/CREB1/DUSP6/DUSP7/ELK1/JUN/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TANK/TICAM1/TICAM2/TLR3/TRAF3/TRAF6/UBC/UBE2D2/UBE2D3",35,"REACTOME","Associated with
bacterial hypoxia
",0.0183246073298429,"","Nfkb-independent","TLR signaling"
"72","1681641","168164","TLR 3 Cascade","35/1910","78/6749",0.00124279974415994,0.0252618070445572,0.0224798578857717,"ATF1/ATF2/BIRC2/CASP8/CD14/CREB1/DUSP6/DUSP7/ELK1/JUN/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TANK/TICAM1/TICAM2/TLR3/TRAF3/TRAF6/UBC/UBE2D2/UBE2D3",35,"REACTOME","Associated with
bacterial hypoxia
",0.0183246073298429,"","Nfkb-independent","TLR signaling"
"73","1660541","166054","Activated TLR4 signalling","43/1910","93/6749",0.000160434557461518,0.00431872484409925,0.00384312652582072,"ATF1/ATF2/BIRC2/CASP8/CD14/CREB1/DUSP6/DUSP7/ELK1/IRAK4/JUN/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/PELI1/PELI2/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TANK/TICAM1/TICAM2/TIRAP/TLR1/TLR3/TLR6/TRAF3/TRAF6/UBC/UBE2D2/UBE2D3/UBE2NL",43,"REACTOME","Associated with
bacterial hypoxia
",0.0225130890052356,"",NA,"TLR signaling"
"74","1660161","166016","TLR 4 Cascade","44/1910","96/6749",0.000173389821569069,0.00454463848112614,0.00404416148922871,"ATF1/ATF2/BIRC2/CASP8/CD14/CREB1/DUSP6/DUSP7/ELK1/IRAK4/JUN/LBP/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/PELI1/PELI2/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TANK/TICAM1/TICAM2/TIRAP/TLR1/TLR3/TLR6/TRAF3/TRAF6/UBC/UBE2D2/UBE2D3/UBE2NL",44,"REACTOME","Associated with
bacterial hypoxia
",0.0230366492146597,"",NA,"TLR signaling"
"75","GO:00027581","GO:0002758","innate immune response-activating signal transduction","109/4712","282/15752",0.000954662390101063,0.0315675030326752,0.0280765143117442,"ATF1/ATF2/BCL10/BIRC2/BPIFB1/CASP8/CAV1/CD14/CD209/CD86/CLEC4A/CLEC4C/COLEC12/CREB1/CTSB/CTSK/CTSL/CTSS/CYLD/DDX58/DHX58/DMBT1/DUSP6/DUSP7/ELK1/ERBIN/FBXW11/FCN1/FFAR2/HCK/HSPA1B/IFIH1/IL1B/IRAK3/IRAK4/ITCH/ITPR2/JUN/KLRC4-KLRK1/LBP/LTF/LY96/LYN/MALT1/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NFATC1/NFATC2/NFKBIL1/NOD1/NR1D1/NRAS/OTULIN/PAK1/PAK2/PAK3/PDPK1/PELI1/PELI2/PGLYRP2/PIK3C3/PPP3CA/PPP3CB/PPP3R1/PRKCE/PSMA6/PSMB8/PSMB9/PSMC2/PSMC6/PSMD10/PSMD12/PSMD5/PSMD8/PSMF1/PUM2/RAB7B/RELA/RIPK2/RPS27A/RPS6KA3/RSAD2/SEC14L1/TAB2/TANK/TICAM1/TICAM2/TIRAP/TLR1/TLR3/TLR6/TLR7/TRAF3/TRAF6/TRIL/UBC/UBE2D2/UBE2D3/UBQLN1/WDFY1/ZC3HAV1",109,"GO","Associated with
bacterial hypoxia
",0.0231324278438031,"","live-hypoxia specific","Innate and adaptive
defense"
"76","GO:00022181","GO:0002218","activation of innate immune response","113/4712","288/15752",0.000407637304386242,0.0182300748584536,0.0162140463608333,"AIM2/ATF1/ATF2/BCL10/BIRC2/BPIFB1/CASP8/CAV1/CD14/CD209/CD86/CLEC4A/CLEC4C/COLEC12/CREB1/CTSB/CTSK/CTSL/CTSS/CYLD/DDX58/DHX58/DMBT1/DUSP6/DUSP7/ELK1/ERBIN/FBXW11/FCN1/FFAR2/HCK/HSPA1B/IFI16/IFIH1/IL1B/IRAK3/IRAK4/ITCH/ITPR2/JUN/KLRC4-KLRK1/LBP/LTF/LY96/LYN/MALT1/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NFATC1/NFATC2/NFKBIL1/NLRC4/NOD1/NR1D1/NRAS/OTULIN/PAK1/PAK2/PAK3/PDPK1/PELI1/PELI2/PGLYRP2/PIK3C3/PPP3CA/PPP3CB/PPP3R1/PRKCE/PSMA6/PSMB8/PSMB9/PSMC2/PSMC6/PSMD10/PSMD12/PSMD5/PSMD8/PSMF1/PUM2/RAB7B/RELA/RIPK2/RPS27A/RPS6KA3/RSAD2/SEC14L1/TAB2/TANK/TICAM1/TICAM2/TIRAP/TLR1/TLR3/TLR6/TLR7/TMEM173/TRAF3/TRAF6/TRIL/UBC/UBE2D2/UBE2D3/UBQLN1/WDFY1/ZC3HAV1",113,"GO","Associated with
bacterial hypoxia
",0.023981324278438,"","live-hypoxia specific","Innate and adaptive
defense"
"77","GO:00016661","GO:0001666","response to hypoxia","115/4712","297/15752",0.0006528543912032,0.0259998069956545,0.0231245389431176,"ADA/ADAM17/ADORA1/ADSL/AGTRAP/ALKBH5/ANGPT4/ANGPTL4/APAF1/APOLD1/ARNT/BACH1/BBC3/BDKRB2/BIRC2/CAMK2D/CAPN2/CAV1/CD34/CD38/CDKN1B/CHAT/CITED2/CPEB2/CREB1/CUL2/CX3CL1/DDIT4/ECE1/EDNRA/EGLN1/EGLN3/EGR1/EIF4EBP1/ENG/ETS1/FAS/FLT1/GNB1/HIF1A/HIF1AN/HMOX1/HYOU1/IGF1/IL1B/ITGA2/ITPR2/KCNA5/KCNK2/KCNMA1/KDM3A/LIMD1/LMNA/LOXL2/MB/MECP2/MMP13/MMP14/MMP2/MT3/NOS2/NOX4/NPPC/NR4A2/OPRD1/P4HB/PAK1/PAM/PDGFB/PDK3/PENK/PGF/PMAIP1/POSTN/PRKAA1/PRKCE/PTEN/PTGIS/PTN/PYGM/RGCC/RORA/RPS27A/RYR2/S100B/SCFD1/SDC2/SFRP1/SHC1/SIRT1/SIRT2/SLC9A1/SMAD3/SMAD4/STC2/TBL2/TFRC/TGFB2/TGFB3/TGFBR3/THBS1/TRH/TRPC1/TWIST1/TXN2/UBC/UBE2D2/UBE2D3/UBQLN1/VASN/VCAM1/VEGFA/VHL/VLDLR/WTIP",115,"GO","Associated with
bacterial hypoxia
",0.0244057724957555,"","shared","Hypoxia"
"78","GO:00362931","GO:0036293","response to decreased oxygen levels","117/4712","306/15752",0.00101369220971666,0.0329208612869885,0.029280207310738,"ADA/ADAM17/ADORA1/ADSL/AGTRAP/ALKBH5/ANGPT4/ANGPTL4/APAF1/APOLD1/ARNT/BACH1/BBC3/BDKRB2/BIRC2/CAMK2D/CAPN2/CAV1/CD34/CD38/CDKN1B/CHAT/CITED2/CPEB2/CPEB4/CREB1/CUL2/CX3CL1/DDIT4/ECE1/EDNRA/EGLN1/EGLN3/EGR1/EIF4EBP1/ENG/ETS1/FAS/FLT1/GNB1/HIF1A/HIF1AN/HMOX1/HYOU1/IGF1/IL1B/ITGA2/ITPR2/KCNA5/KCNK2/KCNMA1/KDM3A/LIMD1/LMNA/LOXL2/MB/MECP2/MMP13/MMP14/MMP2/MT3/NOS2/NOX4/NPPC/NR4A2/OPRD1/P4HB/PAK1/PAM/PDGFB/PDK3/PENK/PGF/PMAIP1/POSTN/PPP1R15A/PRKAA1/PRKCE/PTEN/PTGIS/PTN/PYGM/RGCC/RORA/RPS27A/RYR2/S100B/SCFD1/SDC2/SFRP1/SHC1/SIRT1/SIRT2/SLC9A1/SMAD3/SMAD4/STC2/TBL2/TFRC/TGFB2/TGFB3/TGFBR3/THBS1/TRH/TRPC1/TWIST1/TXN2/UBC/UBE2D2/UBE2D3/UBQLN1/VASN/VCAM1/VEGFA/VHL/VLDLR/WTIP",117,"GO","Associated with
bacterial hypoxia
",0.024830220713073,"","shared","Hypoxia"
"79","GO:00704821","GO:0070482","response to oxygen levels","123/4712","322/15752",0.000798683976637804,0.0291545586121177,0.0259304127183714,"ADA/ADAM17/ADORA1/ADSL/AGTRAP/ALKBH5/ANGPT4/ANGPTL4/APAF1/APOLD1/ARNT/ATG7/BACH1/BBC3/BDKRB2/BIRC2/CAMK2D/CAPN2/CAV1/CD34/CD38/CDKN1A/CDKN1B/CHAT/CITED2/COL1A1/CPEB2/CPEB4/CREB1/CUL2/CX3CL1/CYB5R4/DDIT4/ECE1/EDNRA/EGLN1/EGLN3/EGR1/EIF4EBP1/ENG/ETS1/FAS/FLT1/FOXO1/GNB1/HIF1A/HIF1AN/HMOX1/HYOU1/IGF1/IL1B/ITGA2/ITPR2/KCNA5/KCNK2/KCNMA1/KDM3A/LIMD1/LMNA/LOXL2/LPAR1/MB/MECP2/MMP13/MMP14/MMP2/MT3/NOS2/NOX4/NPPC/NR4A2/OPRD1/P4HB/PAK1/PAM/PDGFB/PDK3/PENK/PGF/PMAIP1/POSTN/PPP1R15A/PRKAA1/PRKCE/PTEN/PTGIS/PTN/PYGM/RGCC/RORA/RPS27A/RYR2/S100B/SCFD1/SDC2/SFRP1/SHC1/SIRT1/SIRT2/SLC9A1/SMAD3/SMAD4/STC2/TBL2/TFRC/TGFB2/TGFB3/TGFBR3/THBS1/TRH/TRPC1/TWIST1/TXN2/UBC/UBE2D2/UBE2D3/UBQLN1/VASN/VCAM1/VEGFA/VHL/VLDLR/WTIP",123,"GO","Associated with
bacterial hypoxia
",0.0261035653650255,"","shared","Hypoxia"
"80","1688981","168898","All TLR Cascades","50/1910","111/6749",0.000110834183709227,0.00324678961689382,0.00288923785396808,"ATF1/ATF2/BIRC2/CASP8/CD14/CREB1/CTSB/CTSK/CTSL/CTSS/DUSP6/DUSP7/ELK1/IRAK4/JUN/LBP/LY96/MAP2K1/MAP2K4/MAP2K6/MAP3K1/MAP3K7/MAPK11/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/PELI1/PELI2/PIK3C3/RELA/RIPK2/RPS27A/RPS6KA3/TAB2/TANK/TICAM1/TICAM2/TIRAP/TLR1/TLR3/TLR6/TLR7/TRAF3/TRAF6/UBC/UBE2D2/UBE2D3/UBE2NL",50,"REACTOME","Associated with
bacterial hypoxia
",0.0261780104712042,"",NA,"TLR signaling"
"81","1461973","1461973","Defensins","2/73","19/6749",0.0175220530332004,0.201503609881805,0.18863454222345,"DEFB4A/DEFB4B",2,"REACTOME","Associated with
bacterial hypoxia
",0.0273972602739726,"",NA,"Innate and adaptive
defense"
"82","GO:00162361","GO:0016236","macroautophagy","133/4712","352/15752",0.000835964894519558,0.0296170419772643,0.0263417509482923,"AKR1E2/ALKBH5/ALPK1/ANXA5/ATG12/ATG13/ATG14/ATG2B/ATG3/ATG5/ATG7/BOC/C8orf59/CALCB/CALCOCO2/CLDN7/CRNKL1/CSNK2A2/CSPG5/CTSK/DCN/DPF3/EPG5/ERN1/FAM131B/FAM134B/FAM13B/FBXW7/FEZ2/FGF14/FGF7/GABARAP/GABARAPL1/GABARAPL2/GDF5/HAPLN1/HAX1/HIF1A/HIST1H3D/IFT20/IST1/ITPKC/KDR/KIAA1324/KIAA1549L/KRCC1/KRT73/LAMTOR3/LAMTOR5/LARP1B/LGALS8/LIX1L/LMCD1/MAP1A/MAP1LC3B/MAP1LC3B2/MAP1LC3C/MAP2K1/MDH1/MEX3C/MSTN/MTSS1/NBR1/NEFM/P2RX5/PARK2/PDK4/PEX13/PEX3/PFKP/PHYHIP/PIK3C3/PIK3CA/PPY/PRKAA1/PRKAG1/PRKG1/PSEN1/RAB12/RAB33A/RAB33B/RAB3GAP1/RAB3GAP2/RAB7A/RALB/RB1CC1/RBM18/REEP2/RHEB/RNF5/RPS27A/RRAGA/RRAGC/RRAGD/SCFD1/SCN1A/SFRP4/SH3GLB1/SIRT1/SLC35B3/SLCO1A2/SMURF1/SNAP29/SNAPIN/SNRPB2/SNTG1/SPTLC1/SQSTM1/STX12/STX17/TBC1D14/TBC1D25/TEX38/TMEM39A/TNIK/TOMM7/TOMM70/TP53INP2/TREM1/TRIM13/TSG101/TXLNA/UBC/UBQLN1/UBQLN2/UVRAG/VPS33A/WAC/WBP11/WDR75/WIPI1/YIPF1/ZNF189",133,"GO","Associated with
bacterial hypoxia
",0.0282258064516129,"","Nfkb-independent","Metabolism"
"83","GO:00015251","GO:0001525","angiogenesis","170/4712","423/15752",3.22347909108011e-06,0.000462823734761396,0.000411640958722418,"ACVR1/ADM2/AGGF1/AGT/AIMP1/AMOT/ANGPT1/ANGPT4/ANGPTL4/ANXA2/APOD/APOLD1/ARHGAP24/B4GALT1/BCAS3/BTG1/C1GALT1/C3AR1/C5AR1/C6/CALCRL/CASP8/CAV1/CCL11/CCL5/CCL8/CD34/CHI3L1/CLIC4/COL15A1/COL18A1/COL4A1/COL4A2/COL4A3/COL8A1/COL8A2/CSPG4/CX3CL1/CYSLTR2/DCN/E2F7/EDNRA/EGLN1/EGR3/EIF2AK3/ELK3/EMP2/ENG/ENPEP/ENPP2/ERAP1/EREG/ESM1/ETS1/F3/FAP/FGF1/FGF10/FGF2/FGF8/FLT1/FMNL3/FN1/FOXC1/FOXC2/FZD8/GNA13/HDAC5/HDAC9/HEY1/HGF/HIF1A/HIPK1/HMOX1/HOXA5/IL1A/IL1B/IL6/ITGA5/ITGAV/ITGB1/ITGB1BP1/ITGB3/JAK1/JAM3/JMJD6/JUN/KDR/KRIT1/LECT1/LEMD3/LOXL2/MAP2K5/MAP3K7/MAPK14/MEOX2/MMP14/MMP2/MTDH/MYDGF/NOV/NPPB/NPR1/NR4A1/NRP1/NRP2/NTRK1/NUS1/OTULIN/PARVA/PDCD10/PGF/PIK3CA/PIK3CB/PKNOX1/PPP1R15A/PPP1R16B/PRCP/PROK2/PTEN/PTGIS/PTK2/PTN/RGCC/RHOB/RNH1/RORA/RUNX1/SASH1/SAT1/SCG2/SEMA3E/SERPINE1/SERPINF1/SFRP1/SHC1/SIRT1/SLIT2/SP100/SPARC/SPHK1/SRPK2/SRPX2/STAT1/SULF1/SYNJ2BP/TAL1/TBXA2R/TDGF1/TGFB2/TGFBI/TGFBR1/THBS1/THBS2/THSD7A/TIE1/TMEM100/TNFSF12/TNMD/TWIST1/UNC5B/UTS2R/VASH1/VASH2/VEGFA/VEGFB/WARS/WASF2/XBP1/ZC3H12A",170,"GO","Associated with
bacterial hypoxia
",0.0360780984719864,"","shared","Hypoxia"
"84","GO:00071602","GO:0007160","cell-matrix adhesion","31/1522","193/15752",0.00327777386027839,0.0456443591979651,0.0374384871275764,"ACTN1/ACTN3/ACVRL1/AGT/ARHGAP6/COL13A1/CSF1/ECM2/EPHA3/FGA/ILK/LIMS1/MKLN1/MUC4/NID2/PLAU/PLEKHA2/PTK2/PTPRK/PXN/RAC1/SFRP1/SORBS1/TEK/THBS3/TMEM8B/TNN/TRIP6/VCAM1/VCL/VEGFA",31,"GO","hk-hypoxia
SC-514 suppressed",0.0203679369250986,"SC-514 suppressed","live-HK specific","Epithelial barrier"
"85","GO:00341122","GO:0034112","up-regulation of homotypic cell-cell adhesion","33/1522","202/15752",0.00186355658427663,0.0311408517714515,0.0255423977611505,"ADA/AGER/AIF1/CCL2/CD1D/CD3G/CD55/EBI3/EFNB1/HLA-DMB/HLA-DPB1/HLA-DRB3/HLA-E/HLX/ICOSLG/IGF2/IGFBP2/IL4R/IL6/IL7R/LCK/LGALS8/MAP3K8/PIK3R6/RAC1/RARA/RASGRP1/TNFRSF14/VCAM1/VNN1/XBP1/YES1/ZBTB1",33,"GO","hk-hypoxia
SC-514 suppressed",0.0216819973718791,"SC-514 suppressed","live-HK specific","Epithelial barrier"
"86","GO:00016662","GO:0001666","response to hypoxia","70/1522","297/15752",1.03176336545328e-12,4.0008570619326e-09,3.2815891874568e-09,"ADA/ADM/AGER/ANG/AQP1/ASCL2/ATM/BACH1/BBC3/BDKRB2/BMP2/BNIP3/BNIP3L/CAMK2D/CBFA2T3/CCL2/CD38/CLCA1/CPEB2/CX3CL1/CXCL12/CXCR4/CYGB/DNMT3A/DRD2/EGLN1/ENG/ERO1A/FAM162A/HIF3A/HMOX1/HSP90B1/ICAM1/KDM3A/LDHA/LOXL2/MMP2/NDNF/NOL3/NOS2/NOTCH1/NPEPPS/P4HB/PDK1/PDK3/PENK/PLAT/PLAU/PLK3/PLOD1/PLOD2/PTGIS/PTGS2/PYGM/RAMP2/RBPJ/RGCC/RYR2/SFRP1/SHC1/SLC11A2/SLC2A4/SLC8A1/SOCS3/STC1/TEK/TGFBR3/TRH/VCAM1/VEGFA",70,"GO","hk-hypoxia
SC-514 suppressed",0.0459921156373193,"SC-514 suppressed","shared","Hypoxia"
"87","GO:00362932","GO:0036293","response to decreased oxygen levels","71/1522","306/15752",1.58732674546027e-12,4.0008570619326e-09,3.2815891874568e-09,"ADA/ADM/AGER/ANG/AQP1/ASCL2/ATM/BACH1/BBC3/BDKRB2/BMP2/BNIP3/BNIP3L/CAMK2D/CBFA2T3/CCL2/CD38/CLCA1/CPEB2/CX3CL1/CXCL12/CXCR4/CYGB/DNMT3A/DRD2/EGLN1/ENG/ERO1A/FAM162A/HIF3A/HMOX1/HSP90B1/ICAM1/KDM3A/LDHA/LOXL2/MMP2/NDNF/NOL3/NOS2/NOTCH1/NPEPPS/P4HB/PDK1/PDK3/PENK/PLAT/PLAU/PLK3/PLOD1/PLOD2/PPP1R15A/PTGIS/PTGS2/PYGM/RAMP2/RBPJ/RGCC/RYR2/SFRP1/SHC1/SLC11A2/SLC2A4/SLC8A1/SOCS3/STC1/TEK/TGFBR3/TRH/VCAM1/VEGFA",71,"GO","hk-hypoxia
SC-514 suppressed",0.0466491458607096,"SC-514 suppressed","shared","Hypoxia"
"88","GO:00704822","GO:0070482","response to oxygen levels","72/1522","322/15752",7.28925851271628e-12,1.22483840542009e-08,1.00463885747191e-08,"ADA/ADM/AGER/ANG/AQP1/ASCL2/ATM/BACH1/BBC3/BDKRB2/BMP2/BNIP3/BNIP3L/CAMK2D/CBFA2T3/CCL2/CD38/CLCA1/CPEB2/CX3CL1/CXCL12/CXCR4/CYGB/DNMT3A/DRD2/EGLN1/ENG/ERO1A/FAM162A/HIF3A/HMOX1/HSP90B1/ICAM1/KDM3A/LDHA/LOXL2/MMP2/NDNF/NOL3/NOS2/NOTCH1/NPEPPS/P4HB/PDK1/PDK3/PENK/PLAT/PLAU/PLK3/PLOD1/PLOD2/PPP1R15A/PTGIS/PTGS2/PYGM/RAMP2/RBPJ/RGCC/RYR2/SFRP1/SHC1/SLC11A2/SLC2A4/SLC8A1/SOCS3/STC1/TEK/TGFBR3/TRH/VCAM1/VEGFA/WNT5A",72,"GO","hk-hypoxia
SC-514 suppressed",0.0473061760840999,"SC-514 suppressed","shared","Hypoxia"
"89","GO:00015252","GO:0001525","angiogenesis","83/1522","423/15752",2.2637862372428e-10,2.85293660548524e-07,2.34004008944466e-07,"ACKR3/ACVRL1/ADGRB3/ADM/AGT/AIMP1/ANG/ANGPTL6/AQP1/ARHGAP22/ARHGAP24/BMPER/CCL11/CCL2/COL8A2/CSPG4/CX3CL1/CXCL10/CXCL12/CXCL17/CXCL8/CYR61/DAB2IP/DCN/EGLN1/ENG/ENPEP/FGF18/GPI/HAND1/HAND2/HDAC7/HGF/HIF3A/HMOX1/HSPB1/IL6/ITGA5/LECT1/LOXL2/LRG1/MMP2/MMRN2/NDNF/NFATC4/NOTCH1/NOTCH3/NPR1/NR4A1/PDGFRA/PIK3R6/PLAU/PLXDC1/PLXND1/PPP1R15A/PTGIS/PTGS2/PTK2/PTPRB/RAMP2/RAPGEF3/RBPJ/RGCC/RHOA/S1PR1/SERPINF1/SFRP1/SHC1/SPHK1/STARD13/TCF21/TEK/THBS2/THBS4/TNFAIP2/TNFAIP3/TNMD/TYMP/VEGFA/WASF2/WNT5A/XBP1/ZC3H12A",83,"GO","hk-hypoxia
SC-514 suppressed",0.0545335085413929,"SC-514 suppressed","shared","Hypoxia"
"90","4502942","450294","MAP kinase activation in TLR cascade","24/1765","49/6749",0.00048984556504447,0.071957020489752,0.0636435357639125,"ATF1/ATF2/CREB1/DUSP6/ELK1/JUN/MAP2K1/MAP2K4/MAP2K6/MAP3K7/MAPK1/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/NOD2/RIPK2/RPS6KA2/RPS6KA3/RPS6KA5/TAB2/TRAF6/UBC",24,"REACTOME","hk-hypoxia
",0.0135977337110482,"",NA,"TLR signaling"
"91","1681422","168142","TLR 10 Cascade","28/1765","67/6749",0.00370820176746812,0.101121812080469,0.0894388013824381,"ATF1/ATF2/CREB1/DUSP6/ELK1/IRAK4/JUN/MAP2K1/MAP2K4/MAP2K6/MAP3K7/MAPK1/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/NOD2/RELA/RIPK2/RPS6KA2/RPS6KA3/RPS6KA5/TAB2/TLR10/TRAF6/UBC/UBE2NL",28,"REACTOME","hk-hypoxia
",0.0158640226628895,"",NA,"TLR signaling"
"92","1681762","168176","TLR 5 Cascade","28/1765","67/6749",0.00370820176746812,0.101121812080469,0.0894388013824381,"ATF1/ATF2/CREB1/DUSP6/ELK1/IRAK4/JUN/MAP2K1/MAP2K4/MAP2K6/MAP3K7/MAPK1/MAPK14/MAPK8/MEF2A/MEF2C/NOD1/NOD2/RELA/RIPK2/RPS6KA2/RPS6KA3/RPS6KA5/TAB2/TLR10/TRAF6/UBC/UBE2NL",28,"REACTOME","hk-hypoxia
",0.0158640226628895,"",NA,"TLR signaling"
