"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","DATABASE","gene_set"
"GO:0090257","GO:0090257","regulation of muscle system process","19/701","202/15986",0.00146035133217707,0.00146035133217707,0.0434297549563848,"AIF1/ATP2B4/CHRM2/CNN1/CTNNA3/DMD/ENO1/GPER1/HAND2/HSPB6/MYL9/NMUR2/OXTR/PDE9A/STC1/TNNC1/TNNT1/TPM1/TRPM4",19,"GO","Gene Set I - baseline NFkB suppression"
"GO:0001667","GO:0001667","ameboidal-type cell migration","26/701","314/15986",0.00146207517009143,0.00146207517009143,0.0434297549563848,"ACVRL1/ANXA3/APOA1/ARHGAP4/CALR/CORO1C/EFNA1/EFNB1/FGF7/GDNF/HAND2/HDAC6/HSPB1/HYAL1/KIT/LAMA5/MMRN2/NR4A1/PLEKHG5/PLXND1/PTP4A3/STC1/TMSB4X/VEGFA/WASF2/WNT5A",26,"GO","Gene Set I - baseline NFkB suppression"
"GO:0036230","GO:0036230","granulocyte activation","36/701","485/15986",0.00147487979018268,0.00147487979018268,0.0434926412574083,"ALDH3B1/ALDOA/ALDOC/ANPEP/ANXA3/APAF1/BST1/BST2/CD300A/CD68/CD93/CDA/CNN2/COTL1/CTSC/CYB5R3/EEF1A1/FCER1G/FCGR2A/GPI/MIF/PFKL/PGAM1/PGM1/PLAC8/PRDX6/PYGL/QSOX1/S100A11/SERPINB1/SERPINB6/SLC2A3/STOM/TMC6/TNFRSF1B/UNC13D",36,"GO","Gene Set I - baseline NFkB suppression"
"GO:0050920","GO:0050920","regulation of chemotaxis","17/701","172/15986",0.00149270343037734,0.00149270343037734,0.0437015635125997,"AGER/AIF1/BST1/CALR/CXCL10/CXCL12/CXCL14/CXCR4/F7/GPR183/GPSM3/HSPB1/MAPK3/TMSB4X/TNFSF18/VEGFA/WNT5A",17,"GO","Gene Set I - baseline NFkB suppression"
"GO:0010466","GO:0010466","negative regulation of peptidase activity","21/701","234/15986",0.00152695169889437,0.00152695169889437,0.0443849268265085,"AMBP/AQP1/BIRC7/BST2/CARD16/CPAMD8/CST8/DPEP1/GPI/ITIH3/SERPINA12/SERPINB1/SERPINB6/SERPINB9/SERPINF2/SERPINH1/SPINK5/SPOCK2/TFPI/VEGFA/WFDC1",21,"GO","Gene Set I - baseline NFkB suppression"
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","13/701","115/15986",0.00157932147104328,0.00157932147104328,0.0455816111015551,"AIF1/CALR/CXCL10/CXCL12/CXCL14/F7/GPSM3/MAPK3/PLVAP/TNFRSF14/TNFSF18/VEGFA/WNT5A",13,"GO","Gene Set I - baseline NFkB suppression"
"GO:0033344","GO:0033344","cholesterol efflux","7/701","40/15986",0.00159309480555013,0.00159309480555013,0.0456553337157658,"APOA1/APOC1/APOC2/APOM/NPC1/NR1H3/SREBF2",7,"GO","Gene Set I - baseline NFkB suppression"
"GO:0002446","GO:0002446","neutrophil mediated immunity","36/701","488/15986",0.00164002763190123,0.00164002763190123,0.0466716733524486,"ALDH3B1/ALDOA/ALDOC/ANPEP/ANXA3/APAF1/BST1/BST2/CD300A/CD68/CD93/CDA/CNN2/COTL1/CTSC/CYB5R3/EEF1A1/FCER1G/FCGR2A/GPI/MIF/PFKL/PGAM1/PGM1/PLAC8/PRDX6/PYGL/QSOX1/S100A11/SERPINB1/SERPINB6/SLC2A3/STOM/TMC6/TNFRSF1B/UNC13D",36,"GO","Gene Set I - baseline NFkB suppression"
"GO:0022604","GO:0022604","regulation of cell morphogenesis","32/701","419/15986",0.00168874429078273,0.00168874429078273,0.0477243086854241,"ALDOA/APOA1/ARAP1/ARHGAP4/ARPC2/CALR/CAPZB/CDC42EP5/CORO1C/CPNE5/CXCL12/DAB1/DPYSL2/EFNA1/F2/GBP1/HPN/KANK1/KIT/LINGO1/LRP4/MYADM/NEDD4L/OBSL1/PARVB/PLXND1/S100A10/TPM1/TRPV2/UNC13D/VEGFA/WNT5A",32,"GO","Gene Set I - baseline NFkB suppression"
"GO:0030301","GO:0030301","cholesterol transport","10/701","76/15986",0.00172045203749999,0.00172045203749999,0.048285064079673,"APOA1/APOC1/APOC2/APOM/LIPC/NPC1/NR1H3/SREBF2/STARD4/SYT7",10,"GO","Gene Set I - baseline NFkB suppression"
"hsa00010","hsa00010","Glycolysis / Gluconeogenesis","15/332","67/7277",2.24455922200227e-07,5.99297312274606e-05,5.3396882544475e-05,"55902/221/226/230/2023/2026/2821/3099/3939/5105/5211/5214/5223/5230/5236",15,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa01230","hsa01230","Biosynthesis of amino acids","15/332","73/7277",7.35324493421852e-07,9.81658198718173e-05,8.7464913428073e-05,"95/226/230/384/435/445/2023/2026/2875/3418/5091/5211/5214/5223/5230",15,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa04066","hsa04066","HIF-1 signaling pathway","15/332","99/7277",3.69478771795484e-05,0.00328836106897981,0.00292990183950103,"226/112399/2023/2026/3099/3460/3939/5595/2872/5163/5211/5230/5582/6513/7422",15,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa05146","hsa05146","Amoebiasis","14/332","96/7277",0.00010282016199065,0.00686324581287588,0.00611509384470707,"384/912/1287/1288/2769/2778/3315/284217/3911/5330/5582/1992/5269/5272",14,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa05230","hsa05230","Central carbon metabolism in cancer","11/332","65/7277",0.000147669246519996,0.00788553776416779,0.00702594730810929,"2263/3099/3815/3939/5595/5163/5211/5214/5223/9123/6513",11,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa00100","hsa00100","Steroid biosynthesis","6/332","20/7277",0.000193892279489085,0.00808087718668896,0.0071999930778305,"1595/1717/51478/6307/50814/6713",6,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa01200","hsa01200","Carbon metabolism","15/332","115/7277",0.00021185820339634,0.00808087718668896,0.0071999930778305,"39/55902/226/230/2023/2026/2821/2875/3099/3418/5091/5211/5214/5223/5230",15,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa00051","hsa00051","Fructose and mannose metabolism","7/332","33/7277",0.000590512241114433,0.0197083460471942,0.017559969275245,"226/230/3099/4351/5210/5211/5214",7,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa04270","hsa04270","Vascular smooth muscle contraction","14/332","121/7277",0.00115989809072455,0.0344103100248283,0.0306592945618419,"59/72/185/2778/5595/10335/10398/4638/5320/50487/5330/94274/5582/10266",14,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa04918","hsa04918","Thyroid hormone synthesis","10/332","74/7277",0.00181480200556747,0.0474216604161214,0.0422522974730669,"432/433/90993/405753/2778/7184/3309/9601/5330/5582",10,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa00030","hsa00030","Pentose phosphate pathway","6/332","30/7277",0.00201880143968608,0.0474216604161214,0.0422522974730669,"226/230/2821/5211/5214/5236",6,"KEGG","Gene Set I - baseline NFkB suppression"
"hsa00220","hsa00220","Arginine biosynthesis","5/332","21/7277",0.00213131058049984,0.0474216604161214,0.0422522974730669,"95/384/435/445/2875",5,"KEGG","Gene Set I - baseline NFkB suppression"
