"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","DATABASE"
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","48/1700","280/15986",0.000577662657251228,0.000577662657251228,0.0328709142418722,"BAG5/BAK1/BCLAF1/BMF/BRCA1/CASP3/CASP9/CCAR2/CD44/CHAC1/CREB3/CUL2/CYCS/CYLD/CYP1B1/DDX3X/DFNA5/DIABLO/DNAJA1/DNAJC10/ERCC6/HIPK1/HTRA2/KRCC1/MLH1/MOAP1/MSH6/MTCH2/NBN/NME5/NUPR1/PDCD10/PGAP2/PINK1/PRKRA/RRM2B/RRN3/SERINC3/SGPP1/SIRT1/SKIL/SPOP/TNFRSF1A/TOPORS/UBE2K/WFS1/ZMAT3/ZNF346",48,"GO"
"GO:0006260","GO:0006260","DNA replication","49/1700","289/15986",0.000656755439142286,0.000656755439142286,0.0369419968127342,"ATF1/BRCA1/CACYBP/CCNE2/CDC6/CENPS/CHAF1B/CLSPN/DNA2/DSCC1/EGFR/EXO1/FGF10/GRWD1/GTPBP4/INO80E/MAP2K4/MCM10/MCM9/MCMBP/MMS22L/MRE11/NBN/ORC3/ORC4/ORC5/POLD3/POLE3/PPP2CA/PRIM2/PURA/RAD1/RBBP8/RFC5/RNASEH1/RPA1/RPA2/RRM2B/RTFDC1/SENP2/SIRT1/SLBP/SMC1A/TERF2/TFAM/TIMELESS/TIPIN/WIZ/ZPR1",49,"GO"
"GO:0031503","GO:0031503","protein complex localization","25/1700","120/15986",0.00073434724778885,0.00073434724778885,0.0404281727742123,"BBS12/CYLD/DYNC2LI1/EXOC8/FAF1/G3BP2/GPN1/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/KLHL21/PPM1A/SNAPIN/SSX2IP/TLR2/TLR4/TNPO1/TRAF3IP1/TRIP11/TTC26/TTC30A/TTC30B",25,"GO"
"GO:0070646","GO:0070646","protein modification by small protein removal","48/1700","283/15986",0.000735255325459163,0.000735255325459163,0.0404281727742123,"APC/BECN1/BRCA1/BRCC3/CLSPN/COPS8/CYLD/ENY2/IKBKG/INO80E/KDM1B/MAVS/OTULIN/PSMC2/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSME3/PSMF1/RHOT1/RIPK1/RIPK2/RNF146/SENP1/SENP2/SENP5/SMAD4/STAM/STAMBP/TAB1/TADA2B/TOR1A/UCHL1/UCHL5/UFD1/USP1/USP14/USP19/USP22/USP31/USP38/USP45/USP8/WDR20/YY1/ZRANB1",48,"GO"
"GO:0006364","GO:0006364","rRNA processing","44/1700","254/15986",0.000767489859009634,0.000767489859009634,0.0417317000530501,"BMS1/BUD23/DCAF13/DDX27/DDX52/DHX37/DIEXF/FCF1/FTSJ3/GTPBP4/HEATR1/ISG20L2/KRR1/MAK16/MPHOSPH6/MRM2/MRPS11/MTERF4/NSUN4/POP4/RPF1/RPL7L1/RPP40/RRP15/RRP1B/SAMD15/SHQ1/SIRT1/SRFBP1/TEX10/TFB2M/THUMPD1/TSR1/UTP14A/UTP14C/UTP15/UTP20/UTP23/UTP3/WBP11/WDR36/WDR37/WDR75/XRN2",44,"GO"
"GO:0006997","GO:0006997","nucleus organization","28/1700","141/15986",0.00081424377142974,0.00081424377142974,0.0437873833820342,"AFF2/CHMP5/CHMP7/FAM118B/LEMD3/NEK9/NSFL1C/NUP160/NUP35/NUP43/POLR1B/PPP2CA/PYGO2/RANBP2/REEP3/RRN3/SPAST/SRPK2/TMEM170A/TMEM33/TOR1A/TOR1AIP1/TOR1B/UBXN2A/UBXN2B/VPS4B/ZMPSTE24/ZPR1",28,"GO"
"GO:0051656","GO:0051656","establishment of organelle localization","66/1700","422/15986",0.000853819468421785,0.000853819468421785,0.0454165527310398,"ABCE1/ACTR2/AP1AR/AP3M1/AP3S2/ARL6/BBS2/BBS7/BECN1/BTBD9/CDC23/CDK5/CHMP5/CHMP7/CNIH1/DCTN4/DNAJC5/DYNC1I1/FGF10/FNBP1L/FYCO1/GOSR1/GOSR2/HTT/IKBKG/KIF3A/KIF3B/KIFAP3/KLHL12/LAMP1/LEMD3/MIS12/MKKS/MLH1/NEFL/NSF/PDCD10/PINK1/PIP5K1C/PPP6C/PSEN1/RABGEF1/RHOT1/SDAD1/SNAP29/SNAP47/SNAPIN/SNPH/SPAST/STX3/SYT5/TBC1D20/TMED2/TMEM230/TOR1A/TRAK2/TRAPPC10/TRAPPC3/TRAPPC4/TRAPPC6B/UCHL1/USO1/VAMP7/VPS4B/YKT6/ZW10",66,"GO"
"GO:0006490","GO:0006490","oligosaccharide-lipid intermediate biosynthetic process","8/1700","21/15986",0.000916932575018381,0.000916932575018381,0.047422631710128,"ALG1/ALG10/ALG11/ALG2/ALG3/ALG6/DOLK/MPDU1",8,"GO"
"GO:0060271","GO:0060271","cilium assembly","54/1700","331/15986",0.000919247717656078,0.000919247717656078,0.047422631710128,"ACTR1A/ACTR2/ARL13B/ARL6/ATG3/ATMIN/ATP6V0D1/ATP6V1D/BBS2/BBS7/CCDC113/CEP41/CEP76/CYLD/DNAAF2/DNAAF3/DNAAF4/DYNC2LI1/FNBP1L/GORAB/HAUS2/HAUS6/HSP90AA1/HTT/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/MKKS/NEDD1/NEK1/NME5/NUDCD3/RPGRIP1L/RSG1/SDCCAG8/SNAP29/SPAG1/SSX2IP/TMEM138/TMEM17/TMEM231/TNPO1/TRAF3IP1/TRIP11/TROVE2/TTC26/TTC30A/TTC30B/TTC8/UNC119B/WWTR1",54,"GO"
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","11/1700","36/15986",0.000920604971357076,0.000920604971357076,0.047422631710128,"BMS1/DCAF13/DIEXF/FCF1/HEATR1/KRR1/MRPS11/TSR1/UTP20/UTP23/UTP3",11,"GO"
"GO:0044782","GO:0044782","cilium organization","55/1700","339/15986",0.00094609893419492,0.00094609893419492,0.0482282230819318,"ACTR1A/ACTR2/ARL13B/ARL6/ATG3/ATMIN/ATP6V0D1/ATP6V1D/BBS12/BBS2/BBS7/CCDC113/CEP41/CEP76/CYLD/DNAAF2/DNAAF3/DNAAF4/DYNC2LI1/FNBP1L/GORAB/HAUS2/HAUS6/HSP90AA1/HTT/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/MKKS/NEDD1/NEK1/NME5/NUDCD3/RPGRIP1L/RSG1/SDCCAG8/SNAP29/SPAG1/SSX2IP/TMEM138/TMEM17/TMEM231/TNPO1/TRAF3IP1/TRIP11/TROVE2/TTC26/TTC30A/TTC30B/TTC8/UNC119B/WWTR1",55,"GO"
"GO:0006362","GO:0006362","transcription elongation from RNA polymerase I promoter","10/1700","31/15986",0.000978335203187298,0.000978335203187298,0.0490246862377207,"CD3EAP/CDK7/ERCC6/GTF2H1/GTF2H3/POLR1A/POLR1B/POLR2K/TAF1B/TWISTNB",10,"GO"
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","18/1700","77/15986",0.000981759150082124,0.000981759150082124,0.0490246862377207,"ANKFY1/CLN5/FAM109A/GOSR1/GOSR2/RAB29/RAB7A/RAB9B/RGP1/SNX1/TBC1D14/TRAPPC10/VPS26A/VPS26B/VPS53/WASHC2A/WASHC2C/YKT6",18,"GO"
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum","37/651","166/7277",1.17403253115391e-07,3.39295401503479e-05,3.08955929251028e-05,"267/22926/9532/578/79139/3301/10294/3337/54788/54431/5611/80331/1965/27248/3320/3312/10905/5599/5601/8720/51360/55666/55968/91445/7095/11231/6500/6745/258010/23471/81567/51619/7327/29978/7353/56886/7466",37,"KEGG"
"hsa04142","hsa04142","Lysosome","29/651","123/7277",8.14868063817834e-07,0.000117748435221677,0.000107219482081294,"53/162/164/130340/26985/10239/23431/427/527/9114/1203/1497/5476/2629/79158/2799/138050/3423/3425/3916/3920/27074/3988/4074/57192/23659/26503/6609/6272",29,"KEGG"
"hsa05120","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","17/651","68/7277",7.08435912296967e-05,0.00602980146828755,0.00549062235320301,"527/9114/155066/523/526/528/51382/529/836/1147/1956/8517/6416/5599/5601/4790/5781",17,"KEGG"
"hsa04215","hsa04215","Apoptosis - multiple species","11/651","33/7277",8.34574597686858e-05,0.00602980146828755,0.00549062235320301,"578/8678/836/842/54205/56616/8772/27429/5599/5601/7132",11,"KEGG"
"hsa04140","hsa04140","Autophagy - animal","25/651","128/7277",0.00013746510522043,0.00794548308174083,0.00723500553791735,"55626/55054/55102/64422/115201/84938/8678/10645/1965/3916/3920/5599/5601/5289/5296/5515/7879/6198/57521/10670/64121/51100/9342/55014/26100",25,"KEGG"
"hsa00563","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","9/651","25/7277",0.000190967494743037,0.00919826766345627,0.00837576731329109,"5283/10026/93183/23556/9091/55650/284098/54965/84992",9,"KEGG"
"hsa00510","hsa00510","N-Glycan biosynthesis","13/651","49/7277",0.00026431114301362,0.0109122743329909,0.00993650913585039,"56052/84920/440138/85365/10195/29880/29929/8703/22845/8813/10905/4247/11282",13,"KEGG"
"hsa04136","hsa04136","Autophagy - other","10/651","32/7277",0.00032037431296722,0.0115735220559408,0.010538628716027,"55054/55102/64422/115201/84938/8678/5289/5515/57521/26100",10,"KEGG"
"hsa03020","hsa03020","RNA polymerase","9/651","32/7277",0.00148281681697873,0.047614895567428,0.043357216870723,"25885/84172/5431/5433/5440/55703/10623/51728/221830",9,"KEGG"
"hsa04144","hsa04144","Endocytosis","36/651","244/7277",0.00175172616223573,0.0492753972989914,0.0448692381160002,"116984/377/10564/10093/830/51510/91782/1956/3312/26119/50855/23396/10890/57403/11021/5878/7879/9135/10193/80230/51100/11267/6642/8027/10617/9101/9559/112936/137492/9525/51534/387680/253725/23325/9897/9765",36,"KEGG"
"hsa04966","hsa04966","Collecting duct acid secretion","8/651","27/7277",0.00187553415324881,0.0492753972989914,0.0448692381160002,"527/9114/155066/523/526/528/51382/529",8,"KEGG"
